Date,Open,High,Low,Close,Adj Close,Volume
2018-03-28,41.812500,42.505001,41.297501,41.619999,39.888248,166674000
2018-03-29,41.952499,42.937500,41.724998,41.945000,40.199734,153594000
2018-04-02,41.660000,42.235001,41.117500,41.669998,39.936165,150347200
2018-04-03,41.910000,42.187500,41.220001,42.097500,40.345882,121112000
2018-04-04,41.220001,43.002499,41.192501,42.902500,41.117386,138422000
2018-04-05,43.145000,43.557499,43.020000,43.200001,41.402504,107732800
2018-04-06,42.742500,43.119999,42.049999,42.095001,40.343491,140021200
2018-04-09,42.470001,43.272499,42.462502,42.512501,40.743618,116070800
2018-04-10,43.250000,43.500000,42.882500,43.312500,41.510326,113634400
2018-04-11,43.057499,43.480000,42.924999,43.110001,41.316246,89726400
2018-04-12,43.352501,43.750000,43.259998,43.535000,41.723564,91557200
2018-04-13,43.695000,43.959999,43.462502,43.682499,41.864929,100497200
2018-04-16,43.757500,44.047501,43.707500,43.955002,42.126099,86313600
2018-04-17,44.122501,44.735001,44.102501,44.560001,42.705917,106421600
2018-04-18,44.452499,44.705002,44.220001,44.459999,42.610077,83018000
2018-04-19,43.439999,43.847500,43.165001,43.200001,41.402504,139235200
2018-04-20,42.650002,42.805000,41.357498,41.430000,39.706150,261964400
2018-04-23,41.707500,41.730000,41.022499,41.310001,39.591145,146062000
2018-04-24,41.417500,41.582500,40.305000,40.735001,39.040077,134768000
2018-04-25,40.654999,41.355000,40.602501,40.912498,39.210178,113528400
2018-04-26,41.029999,41.432499,40.842499,41.055000,39.346756,111852000
2018-04-27,41.000000,41.082500,40.157501,40.580002,38.891525,142623200
2018-04-30,40.532501,41.814999,40.459999,41.314999,39.595936,169709600
2018-05-01,41.602501,42.299999,41.317501,42.275002,40.515991,214277600
2018-05-02,43.807499,44.437500,43.450001,44.142502,42.305790,266157600
2018-05-03,43.970001,44.375000,43.610001,44.222500,42.382462,136272800
2018-05-04,44.562500,46.062500,44.542500,45.957500,44.045269,224805200
2018-05-07,46.294998,46.917500,46.187500,46.290001,44.363937,169805600
2018-05-08,46.247501,46.555000,45.917500,46.512501,44.577183,113611200
2018-05-09,46.637501,46.849998,46.305000,46.840000,44.891052,92844800
2018-05-10,46.935001,47.592499,46.912498,47.509998,45.533169,111957200
2018-05-11,47.372501,47.514999,46.862499,47.147499,45.360001,104848800
2018-05-14,47.252499,47.382500,46.965000,47.037498,45.254173,83115200
2018-05-15,46.695000,46.767502,46.275002,46.610001,44.842876,94780800
2018-05-16,46.517502,47.115002,46.500000,47.044998,45.261387,76732400
2018-05-17,47.000000,47.227501,46.590000,46.747501,44.975166,69176000
2018-05-18,46.797501,46.952499,46.532501,46.577499,44.811604,73190800
2018-05-21,47.000000,47.317501,46.727501,46.907501,45.129101,73603200
2018-05-22,47.095001,47.220001,46.695000,46.790001,45.016052,60962800
2018-05-23,46.587502,47.125000,46.439999,47.090000,45.304680,80233600
2018-05-24,47.192501,47.209999,46.552502,47.037498,45.254173,92936000
2018-05-25,47.057499,47.412498,46.912498,47.145000,45.357594,69844000
2018-05-29,46.900002,47.187500,46.717499,46.974998,45.194038,90056400
2018-05-30,46.930000,47.000000,46.695000,46.875000,45.097832,74762000
2018-05-31,46.805000,47.057499,46.535000,46.717499,44.946297,109931200
2018-06-01,46.997501,47.564999,46.937500,47.560001,45.756855,93770000
2018-06-04,47.910000,48.355000,47.837502,47.957500,46.139286,105064800
2018-06-05,48.267502,48.485001,48.090000,48.327499,46.495258,86264000
2018-06-06,48.407501,48.520000,47.980000,48.494999,46.656406,83734400
2018-06-07,48.535000,48.549999,48.084999,48.365002,46.531342,85388800
2018-06-08,47.792500,48.000000,47.442501,47.924999,46.108013,106627200
2018-06-11,47.837502,47.992500,47.552502,47.807499,45.994980,73234000
2018-06-12,47.847500,48.152500,47.787498,48.070000,46.247520,67644400
2018-06-13,48.105000,48.220001,47.610001,47.674999,45.867500,86553600
2018-06-14,47.887501,47.892502,47.555000,47.700001,45.891548,86440400
2018-06-15,47.507500,47.540001,47.064999,47.209999,45.420128,246876800
2018-06-18,46.970001,47.305000,46.799999,47.185001,45.396076,73939600
2018-06-19,46.285000,46.582500,45.862499,46.422501,44.662479,134314000
2018-06-20,46.587502,46.799999,46.432499,46.625000,44.857311,82514800
2018-06-21,46.812500,47.087502,46.235001,46.365002,44.607166,102847600
2018-06-22,46.529999,46.537498,46.174999,46.230000,44.477280,108801600
2018-06-25,45.849998,46.230000,45.182499,45.542500,43.815849,126652400
2018-06-26,45.747501,46.632500,45.634998,46.107498,44.359432,98276800
2018-06-27,46.307499,46.820000,46.007500,46.040001,44.294491,101141200
2018-06-28,46.025002,46.552502,45.950001,46.375000,44.616791,69460800
2018-06-29,46.572498,46.797501,45.727501,46.277500,44.522980,90950800
2018-07-02,45.955002,46.825001,45.855000,46.794998,45.020855,70925200
2018-07-03,46.947498,46.987499,45.884998,45.980000,44.236759,55819200
2018-07-05,46.314999,46.602501,46.070000,46.349998,44.592731,66416800
2018-07-06,46.355000,47.107498,46.299999,46.992500,45.210869,69940800
2018-07-09,47.375000,47.669998,47.325001,47.645000,45.838638,79026400
2018-07-10,47.677502,47.820000,47.544998,47.587502,45.783321,63756400
2018-07-11,47.125000,47.445000,46.902500,46.970001,45.189228,75326000
2018-07-12,47.382500,47.852501,47.327499,47.757500,45.946865,72164400
2018-07-13,47.770000,47.959999,47.724998,47.832500,46.019020,50055600
2018-07-16,47.880001,48.162498,47.605000,47.727501,45.918007,60172400
2018-07-17,47.437500,47.967499,47.299999,47.862499,46.047890,62138000
2018-07-18,47.945000,47.950001,47.482498,47.599998,45.795341,65573600
2018-07-19,47.422501,48.137501,47.422501,47.970001,46.151318,81147200
2018-07-20,47.945000,48.107498,47.542500,47.860001,46.045486,82704800
2018-07-23,47.669998,47.990002,47.389999,47.902500,46.086372,63957600
2018-07-24,48.112499,48.415001,48.012501,48.250000,46.420696,74791600
2018-07-25,48.264999,48.712502,48.107498,48.705002,46.858452,66839600
2018-07-26,48.652500,48.990002,48.402500,48.552502,46.711735,76304000
2018-07-27,48.747501,48.797501,47.525002,47.744999,45.934849,96096000
2018-07-30,47.974998,48.049999,47.267502,47.477501,45.677490,84118000
2018-07-31,47.575001,48.035000,47.334999,47.572498,45.768883,157492000
2018-08-01,49.782501,50.439999,49.327499,50.375000,48.465130,271742800
2018-08-02,50.145000,52.095001,50.087502,51.847500,49.881802,249616000
2018-08-03,51.757500,52.185001,51.369999,51.997501,50.026119,133789600
2018-08-06,52.000000,52.312500,51.767502,52.267502,50.285881,101701600
2018-08-07,52.330002,52.375000,51.689999,51.777500,49.814457,102349600
2018-08-08,51.512501,51.952499,51.130001,51.812500,49.848133,90102000
2018-08-09,52.382500,52.445000,51.799999,52.220001,50.240189,93970400
2018-08-10,51.840000,52.275002,51.667500,51.882500,50.090534,98444800
2018-08-13,52.327499,52.737499,51.924999,52.217499,50.413963,103563600
2018-08-14,52.540001,52.639999,52.064999,52.437500,50.626373,82992000
2018-08-15,52.305000,52.685001,52.082500,52.560001,50.744648,115230400
2018-08-16,52.937500,53.452499,52.867500,53.330002,51.488045,114001600
2018-08-17,53.360001,54.487499,53.290001,54.395000,52.516258,141708000
2018-08-20,54.525002,54.794998,53.777500,53.865002,52.004566,121150800
2018-08-21,54.200001,54.297501,53.507500,53.759998,51.903187,104639200
2018-08-22,53.525002,54.090000,53.459999,53.762501,51.905609,76072400
2018-08-23,53.662498,54.262501,53.650002,53.872501,52.011806,75532800
2018-08-24,54.150002,54.224998,53.777500,54.040001,52.173523,73905600
2018-08-27,54.287498,54.685001,54.082500,54.485001,52.603149,82100400
2018-08-28,54.752499,55.134998,54.730000,54.924999,53.027950,91107200
2018-08-29,55.037498,55.872501,54.852501,55.744999,53.819626,109019200
2018-08-30,55.812500,57.064999,55.599998,56.257500,54.314426,195175200
2018-08-31,56.627499,57.217499,56.500000,56.907501,54.941982,173360400
2018-09-04,57.102501,57.294998,56.657501,57.090000,55.118179,109560400
2018-09-05,57.247501,57.417500,56.275002,56.717499,54.758545,133332000
2018-09-06,56.557499,56.837502,55.325001,55.775002,53.848602,137160000
2018-09-07,55.462502,56.342499,55.177502,55.325001,53.414143,150479200
2018-09-10,55.237499,55.462502,54.117500,54.582500,52.697289,158066000
2018-09-11,54.502499,56.075001,54.139999,55.962502,54.029625,142996000
2018-09-12,56.235001,56.250000,54.959999,55.267502,53.358624,197114800
2018-09-13,55.880001,57.087502,55.642502,56.602501,54.647518,166825600
2018-09-14,56.437500,56.709999,55.630001,55.959999,54.027203,127997200
2018-09-17,55.537498,55.737499,54.317501,54.470001,52.588669,148780400
2018-09-18,54.447498,55.462502,54.279999,54.560001,52.675560,126286800
2018-09-19,54.625000,54.904999,53.825001,54.592499,52.706936,108495200
2018-09-20,55.060001,55.570000,54.787498,55.007500,53.107605,106435200
2018-09-21,55.195000,55.340000,54.322498,54.415001,52.535576,384986800
2018-09-24,54.205002,55.314999,54.157501,55.197498,53.291042,110773600
2018-09-25,54.937500,55.705002,54.924999,55.547501,53.628952,98217600
2018-09-26,55.250000,55.937500,54.939999,55.105000,53.201733,95938800
2018-09-27,55.955002,56.610001,55.884998,56.237499,54.295124,120724800
2018-09-28,56.197498,56.459999,56.005001,56.435001,54.485802,91717600
2018-10-01,56.987499,57.355000,56.587502,56.814999,54.852676,94403200
2018-10-02,56.812500,57.500000,56.657501,57.320000,55.340233,99152800
2018-10-03,57.512501,58.367500,57.445000,58.017502,56.013641,114619200
2018-10-04,57.695000,58.087502,56.682499,56.997501,55.028873,128168000
2018-10-05,56.990002,57.102501,55.145000,56.072498,54.135815,134322000
2018-10-08,55.552502,56.200001,55.049999,55.942501,54.010315,118655600
2018-10-09,55.910000,56.817501,55.562500,56.717499,54.758545,107564000
2018-10-10,56.365002,56.587502,54.012501,54.090000,52.221790,167962400
2018-10-11,53.630001,54.875000,53.080002,53.612499,51.760784,212497600
2018-10-12,55.105000,55.720001,54.209999,55.527500,53.609650,161351600
2018-10-15,55.290001,55.457500,54.317501,54.340000,52.463158,123164000
2018-10-16,54.732498,55.747501,54.189999,55.537498,53.619297,116736000
2018-10-17,55.575001,55.660000,54.834999,55.297501,53.387589,91541600
2018-10-18,54.465000,54.935001,53.250000,54.005001,52.139729,130325200
2018-10-19,54.514999,55.314999,54.357498,54.827499,52.933823,132314800
2018-10-22,54.947498,55.840000,54.735001,55.162498,53.257252,115168400
2018-10-23,53.957500,55.812500,53.674999,55.682499,53.759293,155071200
2018-10-24,55.650002,56.057499,53.634998,53.772499,51.915257,163702000
2018-10-25,54.427502,55.345001,54.187500,54.950001,53.052094,119423200
2018-10-26,53.974998,55.047501,53.167500,54.075001,52.207310,189033600
2018-10-29,54.797501,54.922501,51.522499,53.060001,51.227375,183742000
2018-10-30,52.787498,53.794998,52.317501,53.325001,51.483223,146640000
2018-10-31,54.220001,55.112499,54.154999,54.715000,52.825207,153435600
2018-11-01,54.762501,55.590000,54.202499,55.555000,53.636192,233292800
2018-11-02,52.387501,53.412498,51.357498,51.869999,50.078476,365314800
2018-11-05,51.075001,51.097500,49.542500,50.397499,48.656826,264654800
2018-11-06,50.480000,51.180000,50.422501,50.942501,49.183006,127531600
2018-11-07,51.492500,52.514999,51.032501,52.487499,50.674641,133697600
2018-11-08,52.494999,52.529999,51.687500,52.122501,50.497833,101450400
2018-11-09,51.387501,51.502499,50.562500,51.117500,49.524155,137463200
2018-11-12,49.750000,49.962502,48.447498,48.542500,47.029419,204542000
2018-11-13,47.907501,49.294998,47.862499,48.057499,46.559536,187531600
2018-11-14,48.474998,48.619999,46.482498,46.700001,45.244358,243204000
2018-11-15,47.097500,47.992500,46.724998,47.852501,46.360935,185915200
2018-11-16,47.625000,48.742500,47.365002,48.382500,46.874409,147713200
2018-11-19,47.500000,47.674999,46.247501,46.465000,45.016678,167701200
2018-11-20,44.592499,45.367500,43.877499,44.244999,42.865883,271300800
2018-11-21,44.932499,45.067501,44.137501,44.195000,42.817429,124496800
2018-11-23,43.735001,44.150002,43.025002,43.072498,41.729916,94496000
2018-11-26,43.560001,43.737499,42.564999,43.654999,42.294266,179994000
2018-11-27,42.877499,43.692501,42.720001,43.560001,42.202229,165549600
2018-11-28,44.182499,45.322498,43.732498,45.235001,43.825012,184250000
2018-11-29,45.665001,45.700001,44.424999,44.887501,43.488350,167080000
2018-11-30,45.072498,45.082500,44.257500,44.645000,43.253407,158126000
2018-12-03,46.115002,46.235001,45.302502,46.205002,44.764782,163210000
2018-12-04,45.237499,45.597500,44.067501,44.172501,42.795639,165377200
2018-12-06,42.939999,43.695000,42.605000,43.680000,42.318485,172393600
2018-12-07,43.372501,43.622501,42.075001,42.122501,40.809536,169126400
2018-12-10,41.250000,42.522499,40.832500,42.400002,41.078384,248104000
2018-12-11,42.915001,42.947498,41.750000,42.157501,40.843441,189126800
2018-12-12,42.599998,42.980000,42.255001,42.275002,40.957283,142510800
2018-12-13,42.622501,43.142502,42.387501,42.737499,41.405365,127594400
2018-12-14,42.250000,42.270000,41.320000,41.369999,40.080482,162814800
2018-12-17,41.362499,42.087502,40.682499,40.985001,39.707485,177151600
2018-12-18,41.345001,41.882500,41.097500,41.517502,40.223396,135366000
2018-12-19,41.500000,41.862499,39.772499,40.222500,38.968761,196189200
2018-12-20,40.099998,40.527500,38.825001,39.207500,37.985397,259092000
2018-12-21,39.215000,39.540001,37.407501,37.682499,36.507931,382978400
2018-12-24,37.037498,37.887501,36.647499,36.707500,35.563320,148676800
2018-12-26,37.075001,39.307499,36.680000,39.292500,38.067745,234330000
2018-12-27,38.959999,39.192501,37.517502,39.037498,37.820690,212468400
2018-12-28,39.375000,39.630001,38.637501,39.057499,37.840069,169165600
